sentimento,comentarios
positive,cumpriu prazo enviou produtos exibidos recomendo
negative,efetuei compra passou data provável entrega momento não recebi produto nem parecer loja necessito produto trabalho verdadeiro descaso consumido
positive,otimos entregam antes prazo
positive,show bola
negative,prazo máximo dia hoje dia presente momento não recebi mercadoria alguém perguntar sobre compra efetuada falarei não recebi
negative,pedi cancelamento compra após informada não havia deste produto estoque
positive,recebido conforme esperado
positive,única divergência atualização site não acompanha logística achei produto iria demorar chegar fiz pedido cancelamento mas recebi produto dia
neutral,encomendem pouco não tamanho informado
negative,so recebi capas almofadas adesivos ainda nao mostra aqui ja separados mas n recebi
positive,entrega demorada
positive,fiz devolução agora não resposta
positive,bom entrega rápida ante prazo parabens
positive,satisfeita atendimento recebimento produto
positive,recebi bem rapido antes prazo
positive,satisfeito compra
positive,recomendo loja pois hoje tudo comprei recebi perfeitas condições dentro prazo
neutral,marcadores veio faltando peças marcar pontos
positive,produto qualidade entrega rápida
negative,recebi produto porém parece trata réplica vagabunda veio caixa papelão manual fragilidade produto demonstra não verdadeiro
positive,adorei compra satisafeita
negative,achei borracha não plástico
positive,produtos chegaram direitinho antes prazo excelente
positive,confio lojas lannister obrigado
negative,mandaram pedido errado ja mandei email nao responderan
positive,amei recomendo
positive,recomendo chegou rápido
positive,produto chegou perfeito estado gostei
positive,ótimo bom
negative,loja deveria disponibilizar forma contato vendedor comprador pois momento resta aguardar dizer filho aguarde presente
negative,não recebi produto cobrado cartaxo
neutral,otimo custo beneficio super recomendo produto
negative,entendo produto nao chegou motivo greve doa correios
positive,lannister parabens produto entregue antes prazo previsto produto bom recomendo
positive,produto chegou rápido presente momento nada reclamar
positive,produto entregue antecedência preço bom
positive,loja confiável produto chegou esperava
positive,creme maravilhoso
positive,chegou antes prazo excelente produto
positive,recebi super rápido tá parabéns
negative,demorou pra chegar comprado país não demoraria tanto
positive,excelente compra melhor loja comprar burocracia entrega antes prazo
neutral,furos ir camera leitor digital nao batem exatamente respectivas localzações aparelho
negative,comprei lençol casal chegou solteiro quero devolver
positive,tudo dentro esperado
positive,boa recomendo
positive,legal razoável
positive,frete rápido produto top
neutral,entrega prazo produto correto falta atualizações informações local transporte
positive,obrigado excelência entrega sempre prazo
neutral,material fragil cheiro ruim
positive,amei
positive,pinhão não serve fazer
negative,não recebi produto colágeno
negative,recebi produto falsificado veio relógio dentro caixa papelão enrolado espécie barbante junto manual chinês
positive,produto entregue antes prazo parabéns baratheon
positive,gostei produto veio fios embalado maior cuidado agradeço
negative,não avaliar produto ainda nao recebi
positive,bom produto entregue prazo
positive,entregaram antes prazo previsto
positive,tudo deu certo chegou data certa conforme anúncio
positive,produto preço bons entrega antes dia combinado
positive,ótimo vendedor recebi corretamente recomendo ótimo produto obrigado
positive,tudo certo conforme esperado
positive,amei loja
negative,ainda nao recebi produto entregue ate dia janeiro
positive,site bom barato
positive,loja excelente entrega rápida problemas recomendo
positive,recebi dias antes data fornecida recomendo
neutral,pecou nâo enviar còdigo rastreio correio
positive,gostei
negative,solicitei paguei dois mochos recebi apenas aonde reclamo
positive,perfeito antes esperado obrigada
positive,td certo entrega
neutral,gostaria saber vou receber
positive,entregue antes prazo bom material valeu pena filho amou
negative,veio cortinas não chegou jogo lençol
negative,recebi porém tamanho veio menor ainda ir correios retirar pois não entregaram casa além disso cor bem escura consta site
negative,produto não entregue não resposta hoje
neutral,então nao recebi produto ainda aguardando deve chegar breve
negative,entrega muuuuito atrasada não recebi nenhum retorno respeito
negative,somente recebi produto relógio casio g shock ga cm adr outro pedido não enviado
negative,fiz compra luminárias pêndulo entregue apenas aguardando retorno entregue outros dois
positive,produto não faz propõe infelizmente fraco durabilidade pele bem pequena ainda possui brilho mostra linhas expressão vendedor excelente produto não
positive,ocorreu td certo prazo entrega recomendo
positive,rapidez entrega
negative,produto entregue errado reclamação realizada solicitado troca aberta semana nem sinal empresa
positive,excelente bonito apenas atrasou entrega
positive,preciso nota fiscal não veio junto produto att
negative,produto veio errado agora não nenhuma resposta loja
positive,ótimo produto gostei leve super confortável
negative,óculos lindo chegou perfeito estado mas não entregue dentro prazo
negative,comprei dois golfinhos massageador porém fizeram duas postagens sendo poderia feito somente buscar pacote agência correios duas vezes
positive,apesar produto ter chegado prazo estipulado site considerei longo esperava receber bem antes
positive,excelente atendida antes prazo estipulado pude acompanhar internet onde produto recebi embalado perfeito estado
positive,acharia deverão mandar dois refis gelo sempre trocando
positive,recebi produto antes prazo chegou certinho bem embalado recomendo loja pode comprar sossegado
positive,recebi produto dez dias antes prazo enormes sacos bons práticos vale compra
positive,recebi produto muitooo rápido satisfeita
positive,boa qualidade material acho q deveriam produzir bolsas pouco maiores mas duas ajuda
neutral,produto recebido
negative,produto defeito não funciona qualidade terceira vez reclamo nada feito
neutral,produto plástico duro vamos ver suporta aquecimento lâmpada
positive,lannister referencia questão entrega comentarios
positive,gostei atendimento rapidez
positive,produto chegou corretamente antes prazo entrega previsto satisfação total recomendo
positive,bom dia queria agradecer atenção comprometimento clientes tapete chegou antes data prevista amei obrigada super recomendo
negative,ruim marca relógio péssimo
negative,achei cortina fina tudo junto achei partes transparente não compraria novamente
positive,recebi produto antes prazo marcado
positive,satisfeito produto
negative,mercadoria aida não chegou
positive,gostei obrigado
positive,produto excelente qualidade entrega bem antes prazo estipulado
positive,pedido apenas veio errado mas entregue data certa
negative,produto veio correto achei pequeno não gostei mas produto entregue prazo tudo certinho
negative,entrega atrasada não vou fazer nenhuma avaliação
positive,gostei fazer negócio loja
negative,demorou demais não gostei
negative,pedi dois produtos veio somente mandei mail vezes ninguém responde
positive,bom
positive,satisfeita atendimento produto
positive,produto mto bom
negative,não recebi produto
positive,cadeira linda porém desconfortável veio descolado parte achei veio suja branco
positive,produto entregue prazo previsto
positive,bom assessoramento entrega feira antes previsto
positive,lindo super fofinho
positive,entrega super rápida filha adorou
negative,apenas imagem fotos ruim restante bom
