sentimento,comentarios
negative,demorou demais a entrega produto nao muito reforçado mas bonito
positive,nao comprei picadinho p chegar em casa picadinho cada dia uma coisa nao sou sua empregada nao quero mas comprar de voces nunca mas chato
positive,chegou antes do esperado
negative,material muito fragil achei que o produto era melhor
neutral,foi falado que houve problemas na entrega mas não falava o que e nem como seria resolvido me causou uma preocupação e frustração desnecessária já que o mesmo chegou antes do prazo estipulado
positive,boa noite dia receci somente o pneu não foi entregue o kit relacao
negative,até a presente data não recebi o produto gostaria de saber como devo proceder solicito estorno do valor pago
positive,entrega rápida e com qualidade
positive,superou a expectativa tanto no produto como a entrega bem antes do prazo
negative,ainda esperando
positive,ótimo produto é foi entregue antes do prazo
positive,a stark mais uma vez está de parabéns pela rapidez na entrega do produto a central multimídia é a mesma usada no novo corolla na compra teve a câmera de ré de brinde até o presente não instale
positive,espero que continue funcionando bem
negative,fui enganado é assim que estou me sentindo pensei ter comprado um funko pop original e recebi um produto de má qualidade
neutral,recebi o produto porem não gostei do produto bem diferente da foto estou solicitando a devolução
positive,entrega antes do prazo
positive,o único problema são as agencias de correios que dizem ter ido a residência entregar e que não havia ninguém na residência o que não confirma mas no geral esta tudo bem grata
negative,o produto que pedi veio numa numeração diferente da que havia pedido
positive,gostei repetirei outros pedidos
positive,recomendo excelente
negative,fiz compra de dois itens porém só um foi entregue estou aguardando retorno do vendedor e ate o momento nada estou tendo muita dificuldades no contato e o processo já foi ffinalizado
positive,produto bem acabado e entrega rápida
positive,chegou tudo certinho recomendo a loja
positive,já compro algum tempo nessa loja e não tenho nada a reclamar
positive,satisfeita
positive,muito lindo o designer do relogio
positive,minha filha amou a mochila muito linda
positive,recebi o produto correto bem antes do prazo final da entrega
positive,o produto pelo valor ok apesar de já no primeiro dia de uso a correia soltou
neutral,a compra foi cancelada porque não tinha estoque do produto houve o estorno dos valores no cartão de crédito tudo foi resolvido por email mas poderiam disponibilizar um telefone de contato
positive,jjjjjj
neutral,não veio a nota fiscal do produto
positive,produto excelente perfeito estado chegou muito antes da previsão adorei dica atentar porque o ilhós onde passa o varão é mais estreito que o normal ficando pesada para varão fino
positive,gostei muito da compra super rápido entrega antes do q eu imaginava parabéns pessoal do baratheon
positive,bom dia eu me arrependi dessa compra e gostaria de devolver como eu faço
negative,até agora não sei a onde foi parar meu produto
positive,adorei a mercadoria
positive,suporte diferenciado pois permite depois que já apertou os parafuso apenas encaixar a tv na parte do suporte da parede
negative,comprei produtos e recebi apenas um quero receber os três restantes
positive,pinceis são muito macios e bonitoa gostei muito mas podiam ser maiores
positive,amei maravilhoso
positive,adorei o produto vendedor atencioso produto entregue dentro do prazo estabelecido recomendo a todos os clientes das lojas lannister
negative,passou do prazo de entrega demorou
neutral,o produto veio estourado
positive,gostei demais pela agilidade e comprometimento com os clientes
positive,produto entregue no prazo entretanto tive que pegar nos correios pois disseram que nao foram atendidos porem nao deixaram aviso fiquei sabendo por email do stark quanto ao produto é bem lega
positive,produto deveria está dentro de uma caixinha ou coisa parecida
positive,perfeito entrega tudo beleza
positive,entrega muito rápida satisfeito
negative,produto anunciado não condiz com o aparelho
positive,ótimo produto super recomendo
negative,meu produto ainda não recebi preciso de uma posição a respeito do meu produto
positive,recebi o patines em perfeitas condições bem antes do prazo dado pela loja
negative,foram entregues banners falta não chegou
negative,relógio não valeu o que paguei material de baixa qualidade creio que as lojas lannister não deveriam vender relógios como os de camelôs
positive,produto entregue antes da data e em perfeito estado
negative,minha compra foi de dois produtos tinha apenas um código de rastreio chegou apenas um
negative,data de fabricação ha mais de um ano e meio data de validade para daqui quatro meses
positive,excelente produto ótimo prazo de entrega recomendo a todos
positive,excelente parabens entregue bem antes do prazo estipulado
positive,otimo material muito bonita e chegou bem antes do prazo
negative,o fio da peruca é de boa qualidade mas ela é extremamente rala muito rala cheia de buracos dá pra ver a renda da toca da peruca o cabelo embaixo qualquer um nota que você está de peruca
positive,somente demorou muito
positive,a cortina chegou dentro do prazo e o produto chegou do geito como eu esperava que fosse
negative,sempre compro no site das lannister mais de anos e nunca tive problemas porem essa ultima compra foi frustante o produto estava apresentando uma cor mas veio com a tonalidade bem diferente
positive,atendimento rápido cortina com cheiro forte
positive,satisfeito
positive,produto de ótima qualidade e chegou dentro do prazo
positive,boa noite produto entregue muito rápido parabéns vou testar e volto a comentar até breve
positive,produto dentro do esperado de fácil montagem recomendo
negative,o fabricante não entrou mais em contato comigo para explicar porque os produtos que comprei não foram entregues
negative,recomendaria o produto porém o tempo de entrega demorou demais mesmo estando dentro do prazo
negative,no sate falava que era sony com case chegou um que não é sony e nem veio a case tomem cuidado com esse fornecedor promete uma coisa e manda outra
positive,chegou antes do praso estabelecido muito bom
negative,preciso do vale para adquirir outro
positive,foi entregue muito antes do previsto
positive,tudo perfeito adorei
negative,a entrega foi fracionada tive desgaste e priblemas para resolver o impasse e foi estritamente desnecessario nunca tive qualquer problema com lannister com simplesmente horrivel
positive,gostei e platico
positive,ótimo produto como eu queria
negative,bom o relógio é lindo porem estou desconfiada se é original ou uma boa replica ele veio em uma caixa estranha da casio que não é igual as que vejo por ai dos originais que são pretas e quadradas
negative,houve avaria na embalagem o produto foi para outro destino antes deste a foto do produto não confere com o que recebi o produto parece funcionar ainda não encontrei um aplicativo para testar
neutral,a única observação é que se trata apenas de um teimosinho o que pela imagem parece que receberá dois
positive,tudo certo bom produto chegou rápido
positive,muito satisfeita
positive,tudo conforme descrito
positive,muito rápido mas as outras duas compras minha ta vindo de jegue treze dias nem a nota fiscal ainda não foi gerada
positive,produto muito bom chegou no prazo esperado
negative,nao recebi
negative,recebido no prazo só achei muito demorado
positive,minhas filhas amaram é bem macio
positive,amei a cabana e a entrega ocorreu em dia útil
positive,sem palavras estão de parabéns pela competência e dedicação ao cliente
positive,estou satisfeita com todas as compras que já fiz produtos bons ótimo atendimento e entrega no prazo previsto
positive,foi entregue até antes do prazo
positive,excelente produto valeu a pena comprar fora dar um estilo no carro
negative,é pura enganação não são funko de verdade e recebi o item errado ridiculo
